Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-10.0Ni-8.0Ti-11.0V,Co-8Ti-11V-10Ni,"Zhou, P., Gao, X., Song, D., Liu, Y., & Cheng, J. (2021). Effect of Ni on Microstructure and Mechanical Property of a Co-Ti-V-Based Superalloy. Scanning, 2021. https://doi.org/10.1155/2021/6678087",1108,,,,71,10,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-7.8Al-14.4Cr-2.0W-4.3Ti-0.9Ta,base,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114004",1090,,,,40.8,29.8,7.8,14.4,2,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-8.Al-14.3Cr-2.9W-4.2Ti-1.0Ta,+1W,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114005",1100,,,,39.8,29.8,8,14.3,2.9,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-7.9Al-14.2Cr-2.0W-4.2Ti-1.0Ta-1.0Mo,+1Mo,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114006",1081,,,,39.9,29.8,7.9,14.2,2,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.8Al-14.3Cr-2.0W-5.3Ti-0.9Ta,+1Ti,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114007",1114,,,,39.7,30,7.8,14.3,2,5.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-10.5Al-3.0Nb,30Ni,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117763",940,1341,-,,56.9,29.6,10.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.9Ni-10.3Al-2.1Ti-3.1Nb,30Ni2Ti,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117764",1042,1306,1388,,55.6,28.9,10.3,0,0,2.1,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.0Ni-10.1Al-2.2Ta-3.2Nb,30Ni2Ta,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117765",1106,1314,1385,,55.5,29,10.1,0,0,0,2.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-9.8Al-2.2Ti-2.0Ta-3.2Nb,30Ni2Ti2Ta,"Cao, B. X., Xu, W. W., Yu, C. Y., Wu, S. W., Kong, H. J., Ding, Z. Y., Zhang, T. L., Luan, J. H., Xiao, B., Jiao, Z. B., Liu, Y., Yang, T., & Liu, C. T. (2022). L12-strengthened multicomponent Co-Al-Nb-based alloys with high strength and matrix-confined stacking-fault-mediated plasticity. Acta Materialia, 229. https://doi.org/10.1016/j.actamat.2022.117766",1150,1280,1356,,53.6,29.2,9.8,0,0,2.2,2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.7Ni-12.Al-11.0W,10Ni,"Chen, Z., Kishida, K., Inui, H., Heilmaier, M., Glatzel, U., & Eggeler, G. (2022). Improving the intermediate- and high-temperature strength of L12-Co3(Al,W) by Ni and Ta additions. Acta Materialia, 238. https://doi.org/10.1016/j.actamat.2022.118224",995,,,,69.3,7.7,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.4Ni-12.Al-11.0W,20Ni,"Chen, Z., Kishida, K., Inui, H., Heilmaier, M., Glatzel, U., & Eggeler, G. (2022). Improving the intermediate- and high-temperature strength of L12-Co3(Al,W) by Ni and Ta additions. Acta Materialia, 238. https://doi.org/10.1016/j.actamat.2022.118225",1022,,,,61.6,15.4,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.4Ni-12.Al-9.0W-2.0Ta,20Ni-2Ta,"Chen, Z., Kishida, K., Inui, H., Heilmaier, M., Glatzel, U., & Eggeler, G. (2022). Improving the intermediate- and high-temperature strength of L12-Co3(Al,W) by Ni and Ta additions. Acta Materialia, 238. https://doi.org/10.1016/j.actamat.2022.118226",1045,,,,61.6,15.4,12,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-14.0V,Co-5Al-14V,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.013",964,1409,1440,,81,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Ti-14.0V,2Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.014",1022,1338,1394,,79,0,5,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Cr-14.0V,2Cr,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.015",948,1410,1444,,79,0,5,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Nb-14.0V,2Nb,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.016",1032,1309,1418,,79,0,5,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-14.0V-2.0Mo,2Mo,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.017",971,1399,1433,,79,0,5,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0Ta-14.0V,2Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.018",1070,1354,1411,,79,0,5,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Al-2.0W-14.0V,2W,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.019",1003,1412,1445,,79,0,5,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-8.Al-12.0V,10Ni,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.020",979,1409,1433,,70,10,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.0Ni-8.Al-12.0V,20Ni,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.021",1000,1409,1431,,60,20,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-8.Al-12.0V,30Ni,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.022",1032,1408,1429,,50,30,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-5.Al-4.0Ta-10.0V,Co-30Ni-5Al-10V-4Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.023",1119,1349,1395,,51,30,5,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.5Al-4.0Ta-7.5V,Co-30Ni-7.5Al-7.5V-4Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.024",1148,1349,1395,,51,30,7.5,0,0,0,4,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-4.0Ta-5.0V,Co-30Ni-10Al-5V-4Ta,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.025",1172,1349,1395,,51,30,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-10.Al-2.0Ti-4.0Ta-5.0V,Co-30Ni-10Al-5V-4Ta-2Ti,"Chen, Y., Wang, C., Ruan, J., Omori, T., Kainuma, R., Ishida, K., & Liu, X. (2019). High-strength Co–Al–V-base superalloys strengthened by ??-Co 3 (Al,V) with high solvus temperature. Acta Materialia, 170, 62–74. https://doi.org/10.1016/j.actamat.2019.03.026",1242,1313,1367,,49,30,10,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.5Al-4.0Nb-2.9Mo,Co-10Al-2.5Mo-4.5Nb,"Davydov, D. I., Kazantseva, N. v., Ezhov, I. v., Popov, N. A., & Vinogradova, N. I. (2022). Study of structural cobalt heat resistant alloys with cuboidal morphology. AIP Conference Proceedings, 2509. https://doi.org/10.1063/5.0085552",914,,,,83.64,0,9.46,0,0,0,0,4,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.1Al-4.7Nb-5.2Mo,Co-10Al-5Mo-5Nb,"Davydov, D. I., Kazantseva, N. v., Ezhov, I. v., Popov, N. A., & Vinogradova, N. I. (2022). Study of structural cobalt heat resistant alloys with cuboidal morphology. AIP Conference Proceedings, 2509. https://doi.org/10.1063/5.0085553",947,,,,81,0,9.1,0,0,0,0,4.7,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.5Al-2.8Nb-7.2Mo,1,"Davydov, D. I., Kazantseva, N. v., Popov, N. A., Narygina, I. v., & Popova, E. N. (2020). Structure and Phase Composition of Refractory Alloys of the Co – Al – Mo – Nb System. Metal Science and Heat Treatment, 62(7–8), 475–478. https://doi.org/10.1007/s11041-020-00587-0",913,,,,79.5,0,10.5,0,0,0,0,2.8,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Al-2.1Nb-5.5Mo,2,"Davydov, D. I., Kazantseva, N. v., Popov, N. A., Narygina, I. v., & Popova, E. N. (2020). Structure and Phase Composition of Refractory Alloys of the Co – Al – Mo – Nb System. Metal Science and Heat Treatment, 62(7–8), 475–478. https://doi.org/10.1007/s11041-020-00587-1",872,,,,82.2,0,10.2,0,0,0,0,2.1,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.9Al-1.6Nb-4.2Mo,3,"Davydov, D. I., Kazantseva, N. v., Popov, N. A., Narygina, I. v., & Popova, E. N. (2020). Structure and Phase Composition of Refractory Alloys of the Co – Al – Mo – Nb System. Metal Science and Heat Treatment, 62(7–8), 475–478. https://doi.org/10.1007/s11041-020-00587-2",860,,,,83.3,0,10.9,0,0,0,0,1.6,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-1.0Nb-5.6Mo,4,"Davydov, D. I., Kazantseva, N. v., Popov, N. A., Narygina, I. v., & Popova, E. N. (2020). Structure and Phase Composition of Refractory Alloys of the Co – Al – Mo – Nb System. Metal Science and Heat Treatment, 62(7–8), 475–478. https://doi.org/10.1007/s11041-020-00587-3",822,,,,83.3,0,10.1,0,0,0,0,1,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-9.Al-0.0Cr-6.0W-3.0Ti-1.0Ta-0.05Zr-0.12B,B,"Fallah Sheykhlari, A., Arabi, H., Boutorabi, S. M. A., & Cayron, C. (2022). Effect of chromium content on microstructural evolution of CoNiAlW superalloy. Applied Physics A: Materials Science and Processing, 128(8). https://doi.org/10.1007/s00339-022-05768-7",1082,1364,,,50.83,30,9,0,6,3,1,0,0,0,0,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-9.Al-6.0Cr-6.0W-3.0Ti-1.0Ta-0.05Zr-0.12B,B6Cr,"Fallah Sheykhlari, A., Arabi, H., Boutorabi, S. M. A., & Cayron, C. (2022). Effect of chromium content on microstructural evolution of CoNiAlW superalloy. Applied Physics A: Materials Science and Processing, 128(8). https://doi.org/10.1007/s00339-022-05768-8",1118,1381,,,44.83,30,9,6,6,3,1,0,0,0,0,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-9.Al-10.0Cr-6.0W-3.0Ti-1.0Ta-0.05Zr-0.12B,B10Cr,"Fallah Sheykhlari, A., Arabi, H., Boutorabi, S. M. A., & Cayron, C. (2022). Effect of chromium content on microstructural evolution of CoNiAlW superalloy. Applied Physics A: Materials Science and Processing, 128(8). https://doi.org/10.1007/s00339-022-05768-9",1138,1394,,,40.83,30,9,10,6,3,1,0,0,0,0,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-9.Al-14.0Cr-6.0W-3.0Ti-1.0Ta-0.05Zr-0.12B,B14Cr,"Fallah Sheykhlari, A., Arabi, H., Boutorabi, S. M. A., & Cayron, C. (2022). Effect of chromium content on microstructural evolution of CoNiAlW superalloy. Applied Physics A: Materials Science and Processing, 128(8). https://doi.org/10.1007/s00339-022-05768-10",1143,,,,36.83,30,9,14,6,3,1,0,0,0,0,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-7.4Al-14.1Cr-2.0W-4.1Ti-1.0Ta-1.0Mo-0.02C-0.15B,alloy1Li,"Li, H., Zhuang, X., Lu, S., Antonov, S., Li, L., & Feng, Q. (2022). Hot deformation behavior and flow stress modeling of a novel CoNi-based wrought superalloy. Journal of Alloys and Compounds, 894. https://doi.org/10.1016/j.jallcom.2021.162489",1090,,,,40.18,30.08,7.4,14.09,2,4.06,1,0,0,1.02,0.02,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.0Ni-4.5Al-15.6Cr-5.5Ti,CoNi-baseline,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1037,1319.3,1382.7,composition table is full of typos,40.4,34,4.5,15.6,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.3Ni-4.7Al-15.6Cr-5.1Ti-1.9Ta,CoNi-2Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1126.2,1279.5,1359.6,composition table is full of typos,38.4,34.3,4.7,15.6,0,5.1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-4.5Al-15.5Cr-4.9Ti-1.8Nb,CoNi-2Nb,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1132.3,1255.8,1352.7,composition table is full of typos,38.6,34.7,4.5,15.5,0,4.9,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.6Ni-4.4Al-15.4Cr-0.9W-5.2Ti-2.0Mo,CoNi-3W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1049.4,1309.9,1387.5,composition table is full of typos,37.5,34.6,4.4,15.4,0.9,5.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.8Ni-4.7Al-15.3Cr-3.1W-5.1Ti,CoNi-2Mo1W,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1058.2,1301.8,1374.6,composition table is full of typos,37,34.8,4.7,15.3,3.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.4Ni-4.7Al-15.2Cr-1.2W-5.2Ti-1.0Ta-2.1Mo,CoNi-2Mo1W2Ti,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1143.8,1246.8,1337.7,composition table is full of typos,34.2,36.4,4.7,15.2,1.2,5.2,1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.4Ni-4.5Al-15.7Cr-1.1W-7.4Ti-1.8Mo,CoNi-2Mo1W1Ta,"Liang, Z., Paul, J. D. H., Stark, A., Bezold, A., Neumeier, S., Göken, M., & Pyczak, F. (2022). High-Temperature CoNi-Based Superalloys Strengthened by ??-(Ni,Co)3(Cr,Al,Ti,X): The Effect of Refractory Elements. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06795-y",1122.9,1271.7,1353.8,composition table is full of typos,35.1,34.4,4.5,15.7,1.1,7.4,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.8Al-3.0Cr-2.2W-2.0Ti-2.1Ta-1.0Mo,MGE-base,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1150.5,,,,49.4,29.5,10.8,3,2.2,2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-3.6Ti-2.1Ta-1.0Mo,MGE-Ti,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1191.3,,,,47.9,29.4,10.8,3,2.2,3.6,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-2.1Ti-3.6Ta-1.0Mo,MGE-Ta,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1206.5,,,,47.9,29.4,10.8,3,2.2,2.1,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-10.5Al-3.1Cr-1.5W-2.0Ti-2.1Ta-2.5Mo,MGE-Mo,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1141,,,,48.7,29.6,10.5,3.1,1.5,2,2.1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-10.5Al-4.4Cr-1.9W-2.0Ti-2.1Ta-1.0Mo,MGE-Cr,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1138.1,,,,48.4,29.7,10.5,4.4,1.9,2,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-10.8Al-3.0Cr-2.2W-2.0Ti-2.1Ta-1.5Nb-1.0Mo,MGE-Nb,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1171.3,,,,48,29.4,10.8,3,2.2,2,2.1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-11.Al-3.0Cr-1.8W-2.0Ti-2.0Ta-1.0Mo-1.1Re,MGE-Re,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1142.5,,,,48.6,29.5,11,3,1.8,2,2,0,0,1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0
Co-34.7Ni-11.1Al-2.8Cr-1.1W-2.0Ti-2.2Ta-1.1Mo,MGE-Ni,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1200.1,,,,45,34.7,11.1,2.8,1.1,2,2.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.4Ni-11.8Al-3.0Cr-1.8W-2.0Ti-2.1Ta-1.1Mo,MGE-Al,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1157.6,,,,48.8,29.4,11.8,3,1.8,2,2.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.6Ni-11.1Al-3.0Cr-2.8W-2.1Ti-2.2Ta-1.0Mo,MGE-W,"Liu, P., Huang, H., Jiang, X., Zhang, Y., Omori, T., Lookman, T., & Su, Y. (2022). Evolution analysis of ?’ precipitate coarsening in Co-based superalloys using kinetic theory and machine learning. Acta Materialia, 235. https://doi.org/10.1016/j.actamat.2022.118101",1161.5,,,,48.2,29.6,11.1,3,2.8,2.1,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.0W-4.0Ti-2.0Ta-10.0V,Co-4Ti-10V-2W-2Ta,"Liu, X., Chen, Z., Chen, Y., Yang, S., Pan, Y., Lu, Y., Qu, S., Li, Y., Yang, Y., & Wang, C. (2021). Multicomponent Co-Ti-based superalloy with high solvus temperature and low lattice misfit. Materials Letters, 284. https://doi.org/10.1016/j.matlet.2020.128910",1131,1261,,,82,0,0,0,2,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
