Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-8.8Al-9.8W-2.Ta,Co-8.8Al-9.8W-2Ta,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1407,1451,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.2W,Co-9.2Al-9W,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1457,1489,,81.6,0,9.2,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-3.W-6.V,Co-9Al-3W-6V,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1427,1453,,82,0,9,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-6.W-3.Mo,Co-9Al-6W-3Mo,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1432,1457,,82,0,9,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.5W-1.5Mo,Co-9Al-7.5W-1.5Mo,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1445,1464,,82,0,9,0,7.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-9.Al-9.W,Co-9Al-9W-10Ni,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1449,1472,,72,10,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-9.W,Co-9Al-9W-20Ni,"Pollock, T. M. M. et al. New Co-based ?-?’ High-temperature Alloys. JOM 62, 58–63 (2010).",,1451,1472,,62,20,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-10.3W-0.1B,Co-9Al-11W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",974,1449,1479,,80.7,0,8.9,0,10.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-8.7W-0.1B,Co-9Al-9W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",927,1459,1475,,82.7,0,8.5,0,8.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-7.4W-0.1B,Co-9Al-8W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",920,1457,1486,,84,0,8.5,0,7.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.8Ni-9.2Al-5.1W-4.1Ti-1.Ta,Co-30Ni,"Qu, S. et al. Microstructural evolution and compression property of a novel ??-strengthened directionally solidified CoNi-base superalloy. Mater. Sci. Eng. A 761, (2019).",1166,1344,1403,,49.82,30.83,9.16,0,5.09,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.6Al-8.3W-1.6Ti-1.2Nb,TiNb,"Rhein, R. K. et al. Creep Behavior of Quinary ??-Strengthened Co-Based Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4090–4098 (2018).",1087,1362,1423,,78.3,0,10.6,0,8.3,1.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.3Al-7.9W-1.1Ta-0.9Nb,TaNb,"Rhein, R. K. et al. Creep Behavior of Quinary ??-Strengthened Co-Based Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4090–4098 (2018).",1074,1370,1430,,78.8,0,11.3,0,7.9,0,1.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",1112,,1273,"reported T_m, assuming that means liquidus",78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Ti-15.V,Co-5Ti-15V,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",1091,,1292,"reported T_m, assuming that means liquidus",80,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-5.Ti-15.V,Co-5Ti-15V-2Ni,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",1082,,1300,"reported T_m, assuming that means liquidus",78,2,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.Ni-9.5Al-6.Cr-5.W-2.8Ta,2.8Ta,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. Effect of Ta additions on microstructure and mechanical properties of a single-crystal Co-Al-W-base alloy. Mater. Lett. 149, 58–61 (2015).",1100,1395,1426,,60.7,16,9.5,6,5,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.Ni-9.5Al-6.Cr-5.W-1.8Ta,1.8Ta,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. Effect of Ta additions on microstructure and mechanical properties of a single-crystal Co-Al-W-base alloy. Mater. Lett. 149, 58–61 (2015).",1040,1412,1434,,61.7,16,9.5,6,5,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-16.Ni-9.5Al-6.Cr-5.W,0Ta,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. Effect of Ta additions on microstructure and mechanical properties of a single-crystal Co-Al-W-base alloy. Mater. Lett. 149, 58–61 (2015).",930,1428,1444,,63.5,16,9.5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.Ni-9.Al-5.W-3.Ti,3Ti,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. Microstructural stability and tensile properties of a Ti-containing single-crystal Co-Ni-Al-W-base alloy. Mater. Sci. Eng. A 646, 45–51 (2015).",1080,1369,1424,,66,17,9,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-17.Ni-10.Al-6.Cr-5.W-2.7Ta,5W,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. Temperature dependence of deformation behavior in a Co-Al-W-base single crystal superalloy. Mater. Sci. Eng. A 620, 36–43 (2015).",1100,1395,1426,,59.3,17,10,6,5,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-40.Ni-10.Al-10.W,40Ni-10Al-10W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",1123,1439,1439,,40,40,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.W,30Ni-10Al-10W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",1096,1439,1439,,50,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-40.Ni-10.Al-7.5W,40Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",1075,1444,1444,,42.5,40,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-7.5W,30Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",1049,1447,1447,,52.5,30,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Ta,Co-8.5Ta,"Shinagawa, K. et al. Phase equilibria and thermodynamic calculation of the Co-Ta binary system. Intermetallics 49, 87–97 (2014).",1013,,1429.3,,91.5,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.5Ta,Co-3.5Ta,"Shinagawa, K. et al. Phase equilibria and thermodynamic calculation of the Co-Ta binary system. Intermetallics 49, 87–97 (2014).",944.7,1428.5,1463.7,,96.5,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ta,Co-12Ta,"Shinagawa, K. et al. Phase equilibria and thermodynamic calculation of the Co-Ta binary system. Intermetallics 49, 87–97 (2014).",,,1364.6,,88,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ta,Co-2Ta,"Shinagawa, K. et al. Phase equilibria and thermodynamic calculation of the Co-Ta binary system. Intermetallics 49, 87–97 (2014).",,1462.5,1481.1,,98,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,2Ta,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",1079,1407,1451,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,11W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",1033,1451,1477,,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,9W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",1000,1458,1490,,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Re,2Re,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",994,1469,1493,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",960,1412,1453,,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta,Co–9Al–9W-2Ta,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",1079,1407,1451,,80,0,9,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co–9Al–9W,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",964,1458,1490,,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.7Al-8.1W-6.2Ti,6Ti,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1085,1233,1394,,79,0,6.7,0,8.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,2Ta,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1079,1406,1445,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,Ternary,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1033,1445,1479,,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-1.5Ta,CrTa,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",975,1412,1452,,78.4,0,7.8,4.5,7.8,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,Co-7.8Al-7.8W-4.5Cr-2Ta,"Tsunekane, M., Suzuki, A. & Pollock, T. M. Single-crystal solidification of new Co-Al-W-base alloys. Intermetallics 19, 636–643 (2011).",,1412,1453,,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,Co-8.8Al-9.8W-2Ta,"Tsunekane, M., Suzuki, A. & Pollock, T. M. Single-crystal solidification of new Co-Al-W-base alloys. Intermetallics 19, 636–643 (2011).",,1407,1451,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,Co-9.4Al-10.7W,"Tsunekane, M., Suzuki, A. & Pollock, T. M. Single-crystal solidification of new Co-Al-W-base alloys. Intermetallics 19, 636–643 (2011).",,1447,1477,,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1,"Volz, N. et al. Thermophysical and Mechanical Properties of Advanced Single Crystalline Co-base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4099–4109 (2018).",1174,1319,1400,,44.5,32,8,6,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-32.Ni-8.Al-6.Cr-5.7W-2.5Ti-1.8Ta-0.4Si-0.1Hf,ERBOCo-4,"Volz, N. et al. Thermophysical and Mechanical Properties of Advanced Single Crystalline Co-base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4099–4109 (2018).",1169,1343,1384,,43.5,32,8,6,5.7,2.5,1.8,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-32.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-1.Re-0.4Si-0.1Hf,ERBOCo-3,"Volz, N. et al. Thermophysical and Mechanical Properties of Advanced Single Crystalline Co-base Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4099–4109 (2018).",1160,1323,1412,,43.5,32,8,6,5,2.5,1.5,0,0,0,0,0,0,0,1,0.4,0,0,0.1,0,0,0,0,0,0
Co-38.Ni-9.Al-6.Cr-2.W-5.Ti-1.Ta-1.Mo,9Al,"Wen, M. et al. Effects of Al content on microstructures and high-temperature tensile properties of two newly designed CoNi-base superalloys. J. Alloys Compd. 155337 (2020) doi:10.1016/j.jallcom.2020.155337.",1238,,1372,,38,38,9,6,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.Ni-13.Al-6.Cr-2.W-5.Ti-1.Ta,13Al,"Wen, M. et al. Effects of Al content on microstructures and high-temperature tensile properties of two newly designed CoNi-base superalloys. J. Alloys Compd. 155337 (2020) doi:10.1016/j.jallcom.2020.155337.",1220,,1355,,38,35,13,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ta,2Ta,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1100,1412,1455,,79,0,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ti,2Ti,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1065,1408,1468,,79,0,9,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Nb,2Nb,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1047,1405,1464,,79,0,9,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W,baseline,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1029,1459,1476,,81,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Mo,2Mo,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",1018,1440,1468,,79,0,9,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.V,2V,"Xue, F., Wang, M. & Feng, Q. Alloying Effects on Heat-Treated Microstructure in Co-Al-W-Base Superalloys at 1300°C and 900°C. Superalloys 2012 813–821 (2012) doi:10.1002/9781118516430.ch90.",997,1443,1472,,79,0,9,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.Al-2.6W-13.5Ti,Co-13Ti-3W-3Al,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1169,1209,1311,,80.9,0,3,0,2.6,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.1Ni-2.7W-13.2Ti,Co-13Ti-3W-2Cr,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1158,1199,1315,,82,2.1,0,0,2.7,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Ni-4.9W-12.7Ti,Co-13Ti-3W-4Cr,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1157,1192,1313,,78.2,4.2,0,0,4.9,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-2.6W-13.3Ti,Co-13Ti-3W-6Al,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1153,1202,1311,,78.5,0,5.6,0,2.6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.1W-14.7Ti,Co-15Ti-3W,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1144,1216,1318,,82.2,0,0,0,3.1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. A novel type of Co–Ti–Cr-base ?/?? superalloys with low mass density. Acta Mater. 135, 244–251 (2017).",1135,1153,1327,,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-9.W-0.04B,NC50,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",1038,1410,1452,,36.46,37.5,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",975,1412,1454,,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W-0.04B,NC100,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",951,1413,1456,,73.96,0,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-7.3W-0.04B,ERBO-NC50_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",1040,1410,1452,,38.16,37.5,9,8,7.3,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-41.5Ni-9.6Al-7.4W-0.04B,ERBO-NC50_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",1027,1445,1479,,41.48,41.5,9.6,0,7.38,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.8Ni-9.2Al-7.4W-0.04B,ERBO-NC75_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",984,1447,1477,,62.6,20.75,9.2,0,7.41,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.2Al-8.Cr-7.6W-0.04B,ERBO-NC75_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",975,1422,1455,,56.41,18.75,9.2,8,7.6,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-7.5W-0.04B,ERBO-NC100_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",958,1447,1477,,83.03,0,9.4,0,7.53,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-8.Cr-7.9W-0.04B,ERBO-NC100_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",950,1412,1452,,75.36,0,8.7,8,7.9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.2Ti,WG,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",,1213,1340,,87.8,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.4Al-1.3W-10.3Ti,WF,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1037,1274,1357,,87,0,1.4,0,1.3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.8Al-2.5W-8.5Ti,WE,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1035,1276,1383,,86.2,0,2.8,0,2.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.5Al-4.1W-6.1Ti,WD,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1032,1322,1414,,85.3,0,4.5,0,4.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-6.1W-3.7Ti,WC,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1017,1365,1435,,83.2,0,7,0,6.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-7.5W-1.9Ti,WB,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1009,1397,1458,,82.2,0,8.4,0,7.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-4.Al-12.Cr-2.W-4.9Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,4Al-4.9Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1097,1280,1381,,43.92,30,4,12,2,4.9,1,0,0,1.5,0.07,0.01,0.09,0,0,0.41,0,0,0.1,0,0,0,0,0,0
Co-30.Ni-5.5Al-12.Cr-2.W-4.2Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,5.5Al-4.2Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1097,1291,1381,,43.135,30,5.5,12,2,4.2,1,0,0,1.5,0.071,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
