Shortname,name,Paper,Stress (MPa),Strain Rate (min) /s,Time to 1% strain (s),log(time),Temperature C,ID-curve,Sol. Temp (ºC),Sol. Time (h),1 age temp (ºC),1 age time (h),2 age temp (ºC),2 age time (hr),C/T,Orientation,VolFrac (%),Notes,IndexRef,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-32.Ni-6.Al-12.Cr-3.W-2.5Ti-1.5Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy1,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",923.0118733,0.000366213,27.30652216,1.436266391,850,900-3,1250,3,900,4,750,16,1,10,61.8,,195,42.33,32,6,12,3,2.5,1.5,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",298.838304,9.46E-07,10576.13832,4.024327122,850,901-3,1250,3,900,4,750,16,1,10,61.8,,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",456.456124,5.80E-06,1723.472733,3.236404417,850,901-3,1250,3,900,4,750,16,1,10,61.8,,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",626.2876355,4.99E-05,200.4478398,2.30200138,850,901-3,1250,3,900,4,750,16,1,10,61.8,,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-31.8Ni-8.7Al-12.6Cr-4.7W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",793.4257601,0.000395019,25.3152163,1.403381643,850,901-3,1250,3,900,4,750,16,1,10,61.8,,196,41.03,31.8,8.7,12.6,4.7,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-7.5Al-15.0Cr-5.0W-1.0Ti-1.0Ta-0.4Si-0.1Hf-0.08B,PHESA1,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",349.5637431,4.62E-08,216472.9954,5.335403727,850,902-3,1250,3,900,4,750,16,1,10,61.3,,902,34.92,35,7.5,15,5,1,1,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-7.5Al-15.0Cr-5.0W-1.0Ti-1.0Ta-0.4Si-0.1Hf-0.08B,PHESA1,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",448.9848193,4.47E-07,22369.43085,4.349654934,850,902-3,1250,3,900,4,750,16,1,10,61.3,,902,34.92,35,7.5,15,5,1,1,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-7.5Al-15.0Cr-5.0W-1.0Ti-1.0Ta-0.4Si-0.1Hf-0.08B,PHESA1,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",607.6222094,4.08E-06,2450.967058,3.389337474,850,902-3,1250,3,900,4,750,16,1,10,61.3,,902,34.92,35,7.5,15,5,1,1,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-7.5Al-15.0Cr-5.0W-1.0Ti-1.0Ta-0.4Si-0.1Hf-0.08B,PHESA1,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",765.556012,4.92E-05,203.3190416,2.308178054,850,902-3,1250,3,900,4,750,16,1,10,61.3,,902,34.92,35,7.5,15,5,1,1,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-7.5Al-15.0Cr-5.0W-1.0Ti-1.0Ta-0.4Si-0.1Hf-0.08B,PHESA1,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",845.242365,0.000343987,29.0708384,1.463457557,850,902-3,1250,3,900,4,750,16,1,10,61.3,,902,34.92,35,7.5,15,5,1,1,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-9.Al-15.0Cr-5.0W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08B,PHESA2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",299.6614154,1.36E-07,73751.50319,4.867770876,850,903-3,1250,3,900,4,750,16,1,10,61.5,,903,34.92,35,9,15,5,0.3,0.2,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-9.Al-15.0Cr-5.0W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08B,PHESA2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",380.6780612,1.16E-06,8596.744579,3.934334023,850,903-3,1250,3,900,4,750,16,1,10,61.5,,903,34.92,35,9,15,5,0.3,0.2,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-9.Al-15.0Cr-5.0W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08B,PHESA2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",466.6116158,5.25E-06,1903.735573,3.279606625,850,903-3,1250,3,900,4,750,16,1,10,61.5,,903,34.92,35,9,15,5,0.3,0.2,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-9.Al-15.0Cr-5.0W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08B,PHESA2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",624.5673457,4.00E-05,249.8550092,2.397688061,850,903-3,1250,3,900,4,750,16,1,10,61.5,,903,34.92,35,9,15,5,0.3,0.2,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-35.0Ni-9.Al-15.0Cr-5.0W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08B,PHESA2,"Bezold, A., Freund, L. P., Förner, A., Völkl, J., Huber, L. K., Göken, M., & Neumeier, S. (2022). Deformation Mechanisms in Compositionally Complex Polycrystalline CoNi-Base Superalloys: Influence of Temperature, Strain-Rate and Chemistry. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06912-x",774.0254228,0.000336312,29.73427946,1.473257419,850,903-3,1250,3,900,4,750,16,1,10,61.5,,903,34.92,35,9,15,5,0.3,0.2,0,0,0,0,0,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-28.7Ni-9.Al-14.2Cr-4.6W-0.3Ti-0.2Ta-0.1Hf-0.40C-0.06B-0.1Y,CoWAlloy2Mod,"Haußmann, L., Burbaum, B., Stöhr, B., Förner, A., Freund, L., Göken, M., & Neumeier, S. (2022). Crack-Free Welding of a Co-Base Superalloy with High ?’ Precipitate Fraction. Advanced Engineering Materials. https://doi.org/10.1002/adem.202200609",100,0.0000012,8333.333333,3.920818754,950,944-1,1230,2,1080,2,870,20,1,100,42,,944,42.34,28.7,9,14.2,4.6,0.3,0.2,0,0,0,0.4,0,0.06,0,0,0,0,0.1,0.1,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",100,1.58E-07,63171.19394,4.800519085,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",150,3.59E-07,27839.64365,4.444663672,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",200,7.41E-07,13498.92009,4.130299026,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",250,0.000001337,7479.431563,3.873868593,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",300,0.000002507,3988.831272,3.600845666,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",350,0.000004274,2339.728591,3.369165482,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",400,0.000006751,1481.262035,3.170631892,950,1001-1,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",202.23,1.84E-08,543566.8859,5.735252992,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",225.36,2.64E-08,378515.4624,5.578083625,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",255.87,4.09E-08,244230.0647,5.387799125,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",286.2,5.99E-08,166852.9858,5.222333983,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",320.13,8.77E-08,113992.5905,5.056876623,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",360.76,1.58E-07,63155.23557,4.800409359,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",403.53,0.000000199,50251.25628,4.701146924,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",454.75,3.20E-07,31210.98627,4.494307493,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",518.25,6.48E-07,15424.48174,4.188210581,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",577.53,3.06E-06,3265.626021,3.513966448,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",649.62,0.000025131,397.9149258,2.59979023,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",727.99,0.00015947,62.70771932,1.797321006,850,1001-2,1275,48,900,168,,,1,10,100,,1001,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.0W-4.0Ti-1.0Ta,5Co,"Lu, S., Luo, Z., Li, L., & Feng, Q. (2022). Comparison of Creep Mechanisms Between Co-Al-W- and CoNi-Based Single Crystal Superalloys at Low Temperature and High Stresses. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06892-y",800,2.80E-09,3571428.571,6.552841969,760,1002-1,1275,48,900,168,,,1,10,100,,3080,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.Al-5.0Cr-4.0W-4.0Ti-1.0Ta,7CoNi,"Lu, S., Luo, Z., Li, L., & Feng, Q. (2022). Comparison of Creep Mechanisms Between Co-Al-W- and CoNi-Based Single Crystal Superalloys at Low Temperature and High Stresses. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06892-y",800,0.00000001,1000000,6,760,1003-1,1275,48,900,168,,,1,10,100,,1003,45,30,11,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.3Ni-9.7Al-1.9Ti-2.1Ta-5.3Mo,0B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",300,1.93E-07,51684.92867,4.713363921,850,1010-1,1250,25,900,50,,,1,10,70,,1010,50.7,30.3,9.7,0,0,1.9,2.1,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.3Ni-9.7Al-1.9Ti-2.1Ta-5.3Mo,0B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",400,4.29E-06,2328.885163,3.367148074,850,1010-1,1250,25,900,50,,,1,10,70,,1010,50.7,30.3,9.7,0,0,1.9,2.1,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.3Ni-9.7Al-1.9Ti-2.1Ta-5.3Mo,0B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",500,0.000019783,505.4845069,2.703707849,850,1010-1,1250,25,900,50,,,1,10,70,,1010,50.7,30.3,9.7,0,0,1.9,2.1,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-10.1Al-2.1Ti-2.1Ta-5.1Mo-0.02B,0.02B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",300,2.49E-07,40167.09512,4.603870425,850,1011-1,1250,25,900,50,,,1,10,70,,1011,50.382,30.2,10.1,0,0,2.1,2.1,0,0,5.1,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-10.1Al-2.1Ti-2.1Ta-5.1Mo-0.02B,0.02B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",400,1.84E-06,5423.875902,3.734309744,850,1011-1,1250,25,900,50,,,1,10,70,,1011,50.382,30.2,10.1,0,0,2.1,2.1,0,0,5.1,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-10.1Al-2.1Ti-2.1Ta-5.1Mo-0.02B,0.02B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",500,0.000010149,985.3187506,2.993576747,850,1011-1,1250,25,900,50,,,1,10,70,,1011,50.382,30.2,10.1,0,0,2.1,2.1,0,0,5.1,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0
