Shortname,Name,Paper,Temperature C,aging time,Vf,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-30.0Ni-7.Al-6.0Ti-2.0Nb,6Ti,"Mazumder, N., Kumar, D., Singh, M. P., Makineni, S. K., Mukhopadhyay, N. K., & Chattopadhyay, K. (2023). Synergistic effect of multimodal ?’ precipitates tuned through Ti addition on phase stability and strength of Co-Ni based superalloy. Scripta Materialia, 223. https://doi.org/10.1016/j.scriptamat.2022.115107",900,50,60,,,55,30,7,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.1Al-2.3Nb-5.5Mo-2.1Ru,2Nb2Ru,"Pandey, P., Sawant, A., Baler, N., Makineni, S. K., & Chattopadhyay, K. (2022). Effect of Ru addition on ?/?? microstructural stability in a low-density CoNi based superalloy. Scripta Materialia, 208. https://doi.org/10.1016/j.scriptamat.2021.114318",900,50,43,,,50.8,30.2,9.1,0,0,0,0,2.3,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S., Li, Y., Wang, C., Liu, X., Qian, K., Ruan, J., Chen, Y., & Yang, Y. (2020). Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Materials Science and Engineering: A, 787, 139455. https://doi.org/10.1016/j.msea.2020.139455",900,3000,65,,,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112242",500,-,46.7,,,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112242",650,-,38.6,,,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-7.3Al-2.0Cr-2.5Ti,2Cr,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112242",800,-,27.7,,,58.3,29.9,7.3,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112243",500,-,52.1,,,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112243",650,-,42.2,,,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-7.5Al-2.5Ti-2.0Mo,2Mo,"Shang, H., Ma, Q., Gao, Q., Zhang, H., Li, H., Zhang, H., & Sun, L. (2022). Yield strength anomaly evaluation of W-free Co-Ni-Al-based superalloys during high temperature tensile tests. Materials Characterization, 192. https://doi.org/10.1016/j.matchar.2022.112243",800,-,31.7,,,58.8,29.2,7.5,0,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.3Ni-9.7Al-1.9Ti-2.1Ta-5.3Mo,0B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143899",900,50,70,,,50.7,30.3,9.7,0,0,1.9,2.1,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-10.1Al-2.1Ti-2.1Ta-5.1Mo-0.02B,0.02B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143900",900,50,70,,,50.382,30.2,10.1,0,0,2.1,2.1,0,0,5.1,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.1Al-2.2Ti-2.5Ta-5.2Mo-0.04B,0.04B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143901",900,50,70,,,50.863,30.1,9.1,0,0,2.2,2.5,0,0,5.2,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.4Ni-10.2Al-2.1Ti-2.2Ta-5.4Mo-0.08B,0.08B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143902",900,50,70,,,48.624,31.4,10.2,0,0,2.1,2.2,0,0,5.4,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.7Ni-9.5Al-1.8Ti-1.9Ta-5.1Mo-0.18B,0.2B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143903",900,50,70,,,51.823,29.7,9.5,0,0,1.8,1.9,0,0,5.1,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.8Al-2.1Ti-2.1Ta-4.9Mo-0.37B,0.4B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143904",900,50,70,,,50.327,30.4,9.8,0,0,2.1,2.1,0,0,4.9,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.2Ni-10.4Al-2.1Ti-2.2Ta-5.3Mo-0.78B,0.8B,"Sharma, A., Dixit, S., Baler, N., Agrawal, P., Makineni, S. K., & Chattopadhyay, K. (2022). Impact of boron as an alloying addition on the microstructure, thermo-physical properties and creep resistance of a tungsten-free Co-base ?/?? superalloy. Materials Science and Engineering A, 855. https://doi.org/10.1016/j.msea.2022.143905",900,50,70,,,48.018,31.2,10.4,0,0,2.1,2.2,0,0,5.3,0,0,0.782,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.1Al-2.2Ti-2.5Ta-5.2Mo-0.40C,DS cast alloy,"Sharma, A., Mondal, C., Makineni, S. K., Chattopadhyay, K., & Banerjee, D. (2022). Exploring the correlation between microscopic mechanisms and macroscopic behaviour in creep of a directionally solidified tungsten-free ?/?? CoNi-base superalloy. Acta Materialia, 228. https://doi.org/10.1016/j.actamat.2022.117738",900,50,74,,,50.5,30.1,9.1,0,0,2.2,2.5,0,0,5.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-9.8Al-2.0Nb-5.3V,30Ni0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139831",900,30,71,,,52.9,30,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ti-6.2V,Co-10-6 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",800,24,63,,,83.61,0,0,0,0,10.2,0,0,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.3Ti-11.4V,Co-6-11 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",800,24,63,,,82.31,0,0,0,0,6.28,0,0,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.0Ti,Co-14 As Cast,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1000,8,30,,,88,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ti-6.2V,Co-10-6 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1000,8,46,,,83.61,0,0,0,0,10.2,0,0,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.3Ti-11.4V,Co-6-11 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1000,8,35,,,82.31,0,0,0,0,6.28,0,0,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.0Ti,Co-14 As Cast,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1100,8,1,,,88,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ti-6.2V,Co-10-6 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1100,8,6,,,83.61,0,0,0,0,10.2,0,0,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-75.0Ni-9.Al-8.0Cr-8.0W,NC0,"Volz, N., Zenk, C. H., Karpstein, N., Lenz, M., Spiecker, E., Göken, M., & Neumeier, S. (2022). Creep properties and deformation mechanisms of single-crystalline ??-strengthened superalloys in dependence of the Co/Ni ratio. Philosophical Magazine, 102(8), 718–744. https://doi.org/10.1080/14786435.2021.2017051",900,100,32,,,0,75,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.3Ni-9.Al-8.0Cr-8.0W,NC25,"Volz, N., Zenk, C. H., Karpstein, N., Lenz, M., Spiecker, E., Göken, M., & Neumeier, S. (2022). Creep properties and deformation mechanisms of single-crystalline ??-strengthened superalloys in dependence of the Co/Ni ratio. Philosophical Magazine, 102(8), 718–744. https://doi.org/10.1080/14786435.2021.2017052",900,100,46,,,18.75,56.25,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.0Cr-8.0W,NC50,"Volz, N., Zenk, C. H., Karpstein, N., Lenz, M., Spiecker, E., Göken, M., & Neumeier, S. (2022). Creep properties and deformation mechanisms of single-crystalline ??-strengthened superalloys in dependence of the Co/Ni ratio. Philosophical Magazine, 102(8), 718–744. https://doi.org/10.1080/14786435.2021.2017053",900,100,51,,,37.5,37.5,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.0Cr-8.0W,NC75,"Volz, N., Zenk, C. H., Karpstein, N., Lenz, M., Spiecker, E., Göken, M., & Neumeier, S. (2022). Creep properties and deformation mechanisms of single-crystalline ??-strengthened superalloys in dependence of the Co/Ni ratio. Philosophical Magazine, 102(8), 718–744. https://doi.org/10.1080/14786435.2021.2017054",900,100,63,,,56.25,18.75,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.0Cr-8.0W,NC100,"Volz, N., Zenk, C. H., Karpstein, N., Lenz, M., Spiecker, E., Göken, M., & Neumeier, S. (2022). Creep properties and deformation mechanisms of single-crystalline ??-strengthened superalloys in dependence of the Co/Ni ratio. Philosophical Magazine, 102(8), 718–744. https://doi.org/10.1080/14786435.2021.2017055",900,100,64,,,75,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.0Ni-10.5Al-15.0Cr-3.0W-1.0Ta-0.15C-0.04Zr-0.20B,V208C,"Vorontsov, V. A., McAuliffe, T. P., Hardy, M. C., Dye, D., & Bantounas, I. (2022). Precipitate dissolution during deformation induced twin thickening in a CoNi-base superalloy subject to creep. Acta Materialia, 232. https://doi.org/10.1016/j.actamat.2022.117936",825,4,52,,,36.11,34,10.5,15,3,0,1,0,0,0,0.15,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",750,,78.424,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",800,,81.296,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",850,,79.468,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",900,,79.729,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",950,,68.414,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",1000,,65.542,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",1050,,31.422,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",1100,,20.803,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",1163.8,,0.52224,,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",750,,43.259,,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",800,,42.389,,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",900,,31.074,,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",950,,26.112,,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",1039.5,,0.69632,,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",750,,38.733,,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",800,,46.132,,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",850,,36.905,,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",900,,20.193,,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",950,,6.6151,,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",985.39,,0.52224,,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",16.495,,59.893,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",639.18,,60.16,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-19.W-0.7Ta-0.6Mo-0.3Re,alloy1,"Epishin, A. I. et al. Thermal stability of the structure of a heat-resistant cobalt alloy hardened with intermetallic ?’-phase precipitates. Russ. Metall. 2016, 286–291 (2016).",694.85,,58.957,,,49.9,15.9,13.6,0,19,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
