Shortname,Name,Paper,Aging Temp C,Temperature C,g' lattice parameter (nm),g lattice parameter,misfit,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,300,,,0.004,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,350,,,0.00404,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,400,,,0.00439,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,450,,,0.00442,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,500,,,0.00456,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,550,,,0.00467,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,600,,,0.00478,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,650,,,0.00486,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,700,,,0.00493,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Al-6.W-2.2Ti,2Ti,"Yan, H. Y. et al. Alloying and the micromechanics of Co-Al-W-X quaternary alloys. Mater. Sci. Eng. A 613, 201–208 (2014).",830,750,,,0.0051,I12,608,85.4,0,6.4,0,6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.1Ni-2.7W-13.2Ti,Co-13Ti-3W-2Cr,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",900,25,0.3607,0.3587,0.0053,,637,82,2.1,0,0,2.7,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.Al-2.6W-13.5Ti,Co-13Ti-3W-3Al,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",900,25,0.3616,0.3596,0.0057,,635,80.9,0,3,0,2.6,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Ni-4.9W-12.7Ti,Co-13Ti-3W-4Cr,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",900,25,0.3608,0.359,0.0049,,638,78.2,4.2,0,0,4.9,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-2.6W-13.3Ti,Co-13Ti-3W-6Al,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",900,25,0.3617,0.3601,0.004433,,636,78.5,0,5.6,0,2.6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.1W-14.7Ti,Co-15Ti-3W,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",900,25,0.3615,0.359,0.0069,,634,82.2,0,0,0,3.1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. A novel type of Co–Ti–Cr-base ?/?? superalloys with low mass density. Acta Mater. 135, 244–251 (2017).",900,25,0.35892,0.357,0.005364,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",900,25,0.35867,0.35808,0.0011,,646,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-8.Cr-7.9W-0.04B,ERBO-NC100_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,25,,,0.00187,,653,75.36,0,8.7,8,7.9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-7.3W-0.04B,ERBO-NC50_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,25,,,0.00041,,651,38.16,37.5,9,8,7.3,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.2Al-8.Cr-7.6W-0.04B,ERBO-NC75_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,25,,,0.00109,,652,56.41,18.75,9.2,8,7.6,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-8.8W,WA,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.003,(111) peak,666,81.3,0,9.9,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-7.5W-1.9Ti,WB,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.00399,(111) peak,665,82.2,0,8.4,0,7.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-6.1W-3.7Ti,WC,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.0046,(111) peak,663,83.2,0,7,0,6.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.5Al-4.1W-6.1Ti,WD,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.00668,(111) peak,661,85.3,0,4.5,0,4.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.8Al-2.5W-8.5Ti,WE,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.0065,(111) peak,659,86.2,0,2.8,0,2.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.4Al-1.3W-10.3Ti,WF,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.00688,(111) peak,657,87,0,1.4,0,1.3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.2Ti,WG,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,25,,,0.0073,(111) peak,655,87.8,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-4.1Al-12.Cr-2.W-4.9Ti-1.Ta-1.6Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,4Al-4.9Ti,"Zhang, Y. Y. et al. Microstructure Evolution of Multicomponent ??-Strengthened Co-Based Superalloy at 750 °C and 1000 °C with Different Al and Ti Contents. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1755–1770 (2020).",1000,25,0.36169,0.35975,0.005378,,668,43.83,30.04,4.08,11.95,1.98,4.85,1.04,0,0,1.55,0.07,0.01,0.09,0,0,0.41,0,0,0.1,0,0,0,0,0,0
Co-30.1Ni-5.6Al-11.9Cr-2.1W-4.3Ti-1.Ta-1.6Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,5.5Al-5.2Ti,"Zhang, Y. Y. et al. Microstructure Evolution of Multicomponent ??-Strengthened Co-Based Superalloy at 750 °C and 1000 °C with Different Al and Ti Contents. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1755–1770 (2020).",1000,25,0.3612,0.3594,0.004996,,669,42.795,30.1,5.59,11.89,2.1,4.31,0.95,0,0,1.6,0.071,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-30.1Ni-7.1Al-12.1Cr-2.W-3.5Ti-1.Ta-1.3Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.09B,7Al-3.5Ti,"Zhang, Y. Y. et al. Microstructure Evolution of Multicomponent ??-Strengthened Co-Based Superalloy at 750 °C and 1000 °C with Different Al and Ti Contents. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1755–1770 (2020).",1000,25,0.35985,0.35857,0.003563,,670,42.246,30.08,7.1,12.1,2.04,3.47,1.03,0,0,1.26,0.08,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-8.Al-7.1W-4.2Ti-1.1Ta,Zhou TaTi,"Zhou, H., Li, L., Antonov, S. & Feng, Q. Sub/micro-structural evolution of a Co–Al–W–Ta–Ti single crystal superalloy during creep at 900 °C and 420 MPa. Mater. Sci. Eng. A (2020) doi:10.1016/j.msea.2019.138791.",900,900,0.3649,0.3615,0.0095,,740,79.61,0,7.98,0,7.08,4.22,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-7.1W-4.2Ti-1.1Ta,Zhou TaTi,"Zhou, H., Li, L., Antonov, S. & Feng, Q. Sub/micro-structural evolution of a Co–Al–W–Ta–Ti single crystal superalloy during creep at 900 °C and 420 MPa. Mater. Sci. Eng. A (2020) doi:10.1016/j.msea.2019.138791.",900,1000,,,0.0044,(004) peak,740,79.61,0,7.98,0,7.08,4.22,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti,Co-12Ti,"Im, H. J. et al. Effects of Mo on the mechanical behavior of ?/??-strengthened Co-Ti-based alloys. Acta Mater. 197, 69–80 (2020).",800,25,,,0.012,,213,88,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-4.Mo,Co-12Ti-4Mo,"Im, H. J. et al. Effects of Mo on the mechanical behavior of ?/??-strengthened Co-Ti-based alloys. Acta Mater. 197, 69–80 (2020).",800,25,,,0.01,,214,84,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-10.Al-7.5W,Co-10Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",900,25,0.3593,0.3578,0.004184,,457,72.5,10,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-7.5W,Co-30Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",900,25,0.3587,0.3576,0.003071,,464,52.5,30,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-50.Ni-10.Al-7.5W,Co-50Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",900,25,0.3582,0.3573,0.002516,,800,32.5,50,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-70.Ni-10.Al-7.5W,Co-70Ni-10Al-7.5W,"Shinagawa, K. et al. Phase equilibria and microstructure on ?? phase in Co-Ni-Al-W system. Mater. Trans. 49, 1474–1479 (2008).",900,25,0.3579,0.3572,0.001958,,802,12.5,70,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.0Ti-4.0Mo,CoTiMo,"Im, H. J., Choi, W. S., Ryou, K. H., Seol, J. B., Kang, T. H., Ko, W. S., & Choi, P. P. (2021). Enhanced microstructural stability of ?/??-strengthened Co-Ti-Mo-based alloys through Al additions. Acta Materialia, 214. https://doi.org/10.1016/j.actamat.2021.117012",800,25,0.3605,0.3571,0.01,,829,84,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-12.0Ti-4.0Mo,"""+""2Al","Im, H. J., Choi, W. S., Ryou, K. H., Seol, J. B., Kang, T. H., Ko, W. S., & Choi, P. P. (2021). Enhanced microstructural stability of ?/??-strengthened Co-Ti-Mo-based alloys through Al additions. Acta Materialia, 214. https://doi.org/10.1016/j.actamat.2021.117013",800,25,0.3599,0.3571,0.008,,830,82,0,2,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.Al-12.0Ti-4.0Mo,"""+""4Al","Im, H. J., Choi, W. S., Ryou, K. H., Seol, J. B., Kang, T. H., Ko, W. S., & Choi, P. P. (2021). Enhanced microstructural stability of ?/??-strengthened Co-Ti-Mo-based alloys through Al additions. Acta Materialia, 214. https://doi.org/10.1016/j.actamat.2021.117014",800,25,0.3615,0.3606,0.003,,831,80,0,4,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-10.0Ti-4.0Mo,10Ti+2Al,"Im, H. J., Choi, W. S., Ryou, K. H., Seol, J. B., Kang, T. H., Ko, W. S., & Choi, P. P. (2021). Enhanced microstructural stability of ?/??-strengthened Co-Ti-Mo-based alloys through Al additions. Acta Materialia, 214. https://doi.org/10.1016/j.actamat.2021.117015",800,25,0.3604,0.358,0.007,,832,84,0,2,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.Al-8.0Ti-4.0Mo,8Ti+4Al,"Im, H. J., Choi, W. S., Ryou, K. H., Seol, J. B., Kang, T. H., Ko, W. S., & Choi, P. P. (2021). Enhanced microstructural stability of ?/??-strengthened Co-Ti-Mo-based alloys through Al additions. Acta Materialia, 214. https://doi.org/10.1016/j.actamat.2021.117016",800,25,0.3604,0.3587,0.005,,833,84,0,4,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.6Ni-1.7Fe-4.3Al-19.5Cr-1.0Ti-1.9Nb-4.8Mo-0.70C,Co-Ni-based superalloy,"Li, C., Teng, J., Yang, B., Ye, X., Liu, J., & Li, Y. (2021). Correlation between microstructure and mechanical properties of novel Co-Ni-based powder metallurgy superalloy. Materials Characterization, 181. https://doi.org/10.1016/j.matchar.2021.111480",800,25,0.3595,0.36,-0.00139,"Aged at 800C for 3h, Powder Metallurgy",843,31.5,34.6,4.3,19.5,0,1,0,1.9,0,4.8,0.7,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0
Co-31.0Ni-10.1Al-2.1Ta-5.1Mo,0Ti,"Mukhopadhyay, S., Pandey, P., Baler, N., Biswas, K., Makineni, S. K., & Chattopadhyay, K. (2021). The role of Ti addition on the evolution and stability of ?/?? microstructure in a Co-30Ni-10Al-5Mo-2Ta alloy. Acta Materialia, 208, 116736. https://doi.org/10.1016/j.actamat.2021.116736",,25,,,0.0056,,845,51.7,31,10.1,0,0,0,2.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.0Ni-9.9Al-1.4Ti-1.7Ta-4.6Mo,2Ti,"Mukhopadhyay, S., Pandey, P., Baler, N., Biswas, K., Makineni, S. K., & Chattopadhyay, K. (2021). The role of Ti addition on the evolution and stability of ?/?? microstructure in a Co-30Ni-10Al-5Mo-2Ta alloy. Acta Materialia, 208, 116736. https://doi.org/10.1016/j.actamat.2021.116737",,25,,,0.0048,,846,50.4,32,9.9,0,0,1.4,1.7,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.6Ni-9.2Al-3.2Ti-2.1Ta-5.1Mo,3Ti,"Mukhopadhyay, S., Pandey, P., Baler, N., Biswas, K., Makineni, S. K., & Chattopadhyay, K. (2021). The role of Ti addition on the evolution and stability of ?/?? microstructure in a Co-30Ni-10Al-5Mo-2Ta alloy. Acta Materialia, 208, 116736. https://doi.org/10.1016/j.actamat.2021.116738",,25,,,0.0042,,847,49.8,30.6,9.2,0,0,3.2,2.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.3Al-3.9Ti-2.2Ta-5.0Mo,4Ti,"Mukhopadhyay, S., Pandey, P., Baler, N., Biswas, K., Makineni, S. K., & Chattopadhyay, K. (2021). The role of Ti addition on the evolution and stability of ?/?? microstructure in a Co-30Ni-10Al-5Mo-2Ta alloy. Acta Materialia, 208, 116736. https://doi.org/10.1016/j.actamat.2021.116739",,25,,,0.0028,,848,49.1,30.5,9.3,0,0,3.9,2.2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-9.4Al-12.8Cr-3.7Ti-2.0Nb,10Al12Cr4Ti,"Pandey, P., Mazumder, N., Singh, M. P., Patil, C., Sharma, A., Makineni, S. K., Banerjee, D., & Chattopadhyay, K. (2021). Design of low mass density ?/?? CoNi-based superalloys with promising high-temperature mechanical properties. Physical Review Materials, 5(9). https://doi.org/10.1103/PhysRevMaterials.5.093607",900,25,0.35699,0.35962,-0.0073,,863,42.3,29.8,9.4,12.8,0,3.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.8Al-4.0W-3.9Ti-1.9Ta,4W2Ta,"Qu, S., Li, Y., Tong, M., Wang, C., & Yang, Y. (2021). Effects of 1 at.% Ta substitution for 1 at.% W on the coarsening kinetics and deformation behavior of ??-strengthened CoNi-base superalloys. Materials Science and Engineering A, 823. https://doi.org/10.1016/j.msea.2021.141776",900,25,,,0.00418,,866,50.12,30.2,9.83,0,4.02,3.93,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.7Al-2.1Ta-4.7Mo,30Ni2Ta,"Singh, M. P., Olu, E. F., Pandey, P., & Chattopadhyay, K. (2021). Thermophysical and magnetic properties of Co-Ni-Mo-Al-Ta class of tungsten free Co-based superalloys. Journal of Alloys and Compounds, 879. https://doi.org/10.1016/j.jallcom.2021.160379",900,25,0.3552,0.3532,0.005647,,875,53.1,30.4,9.7,0,0,0,2.1,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.7Al-1.9Ti-2.1Ta-4.8Mo,30Ni2Ta2Ti,"Singh, M. P., Olu, E. F., Pandey, P., & Chattopadhyay, K. (2021). Thermophysical and magnetic properties of Co-Ni-Mo-Al-Ta class of tungsten free Co-based superalloys. Journal of Alloys and Compounds, 879. https://doi.org/10.1016/j.jallcom.2021.160380",900,25,0.3564,0.3547,0.004781,,383,51,30.5,9.7,0,0,1.9,2.1,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.8Al-2.0Cr-2.0Ti-1.9Ta-4.6Mo,30Ni2Ta2Ti2Cr,"Singh, M. P., Olu, E. F., Pandey, P., & Chattopadhyay, K. (2021). Thermophysical and magnetic properties of Co-Ni-Mo-Al-Ta class of tungsten free Co-based superalloys. Journal of Alloys and Compounds, 879. https://doi.org/10.1016/j.jallcom.2021.160381",900,25,0.3561,0.3547,0.003939,,877,49.5,30.2,9.8,2,0,2,1.9,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.8Al-4.9Cr-2.0Ti-2.0Ta-4.9Mo,30Ni2Ta2Ti5Cr,"Singh, M. P., Olu, E. F., Pandey, P., & Chattopadhyay, K. (2021). Thermophysical and magnetic properties of Co-Ni-Mo-Al-Ta class of tungsten free Co-based superalloys. Journal of Alloys and Compounds, 879. https://doi.org/10.1016/j.jallcom.2021.160382",900,25,0.3574,0.3562,0.003363,,878,46.3,30.1,9.8,4.9,0,2,2,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.2Al-10.2Cr-1.9Ti-2.1Ta-5.1Mo,30Ni2Ta2Ti10Cr,"Singh, M. P., Olu, E. F., Pandey, P., & Chattopadhyay, K. (2021). Thermophysical and magnetic properties of Co-Ni-Mo-Al-Ta class of tungsten free Co-based superalloys. Journal of Alloys and Compounds, 879. https://doi.org/10.1016/j.jallcom.2021.160383",900,25,0.3598,0.3602,-0.001111,misfit calculated by the paper is wrong,879,41,29.5,10.2,10.2,0,1.9,2.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.0Ti-11.0V,Co-8Ti-11V,"Zhou, P., Gao, X., Song, D., Liu, Y., & Cheng, J. (2021). Effect of Ni on Microstructure and Mechanical Property of a Co-Ti-V-Based Superalloy. Scanning, 2021. https://doi.org/10.1155/2021/6678085",870,25,0.3611,0.3584,0.0074,Aged at 870C for 72h,890,81,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.0Ni-8.0Ti-11.0V,Co-8Ti-11V-5Ni,"Zhou, P., Gao, X., Song, D., Liu, Y., & Cheng, J. (2021). Effect of Ni on Microstructure and Mechanical Property of a Co-Ti-V-Based Superalloy. Scanning, 2021. https://doi.org/10.1155/2021/6678086",870,25,0.3607,0.3583,0.0068,Aged at 870C for 72h,891,76,5,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-8.0Ti-11.0V,Co-8Ti-11V-10Ni,"Zhou, P., Gao, X., Song, D., Liu, Y., & Cheng, J. (2021). Effect of Ni on Microstructure and Mechanical Property of a Co-Ti-V-Based Superalloy. Scanning, 2021. https://doi.org/10.1155/2021/6678087",870,25,0.3593,0.3571,0.0061,Aged at 870C for 72h,892,71,10,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-7.8Al-14.4Cr-2.0W-4.3Ti-0.9Ta,base,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114004",850,25,0.3595,0.3582,0.0036,,893,40.8,29.8,7.8,14.4,2,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-8.Al-14.3Cr-2.9W-4.2Ti-1.0Ta,+1W,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114005",850,25,0.359,0.358,0.0026,,894,39.8,29.8,8,14.3,2.9,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.8Ni-7.9Al-14.2Cr-2.0W-4.2Ti-1.0Ta-1.0Mo,+1Mo,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114006",850,25,0.3554,0.3551,0.001,,895,39.9,29.8,7.9,14.2,2,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-7.8Al-14.3Cr-2.0W-5.3Ti-0.9Ta,+1Ti,"Zhuang, X., Antonov, S., Li, L., & Feng, Q. (2021). Effect of alloying elements on the coarsening rate of ?? precipitates in multi-component CoNi-based superalloys with high Cr content. Scripta Materialia, 202. https://doi.org/10.1016/j.scriptamat.2021.114007",850,25,0.3605,0.3589,0.0045,,896,39.7,30,7.8,14.3,2,5.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.4Ni-9.8Al-7.4W-2.7Ti-0.40C-0.10B,Aliakbari alloy,"Aliakbari-Sani, S., Vafaeenezhad, H., Arabi, H., & Ebrahimi, G. R. (2022). Quantitative kinetic analysis of ?? precipitate evolution in a Co–Al–W superalloy during aging heat treatment. Journal of Materials Research and Technology, 21, 3425–3439. https://doi.org/10.1016/j.jmrt.2022.10.165",840,25,0.361627,0.358916,0.0075,Aged at 840C for 48h,4430,59.2,20.4,9.8,0,7.4,2.7,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
